  5.7783963589976E-01  2.8831678565381E-01 -5.4210108630586E-20 -9.1090387831477E-03
  0.0000000000000E+00 -5.2939559203394E-23 -1.2675940579967E-01 -1.5474544404431E-02
  6.7762635780344E-21  9.3285828634205E-03  4.1837542326619E-03  5.2939559203394E-23
 -2.1332644416181E-01 -1.3995214269790E-01  6.8780364066566E-02 -2.1332644416181E-01
 -1.3995214269790E-01 -6.8780364066566E-02  3.8330693294322E-03  8.9527393587228E-04
  8.5384532953137E-04  3.8330693294322E-03  8.9527393587228E-04 -8.5384532953137E-04
 -1.9846917083939E-02 -1.4367293940658E-02  1.4191025106558E-02 -1.9846917083939E-02
 -1.4367293940658E-02 -1.4191025106558E-02  1.6802406371541E-03  2.2012529207545E-03
  2.9834700352681E-03  1.6802406371541E-03  2.2012529207545E-03 -2.9834700352681E-03
  4.7589570008684E-03  1.3027397793605E-02  6.3596619261040E-03  4.7589570008684E-03
  1.3027397793605E-02 -6.3596619261040E-03 -2.3406452596118E-03  3.3252115820997E-04
 -8.0619027803851E-04 -2.3406452596118E-03  3.3252115820997E-04  8.0619027803851E-04
  2.8831678565381E-01  5.7783963589976E-01 -5.4210108624275E-20  6.7762635780344E-21
 -9.1090387831477E-03 -5.2939559203394E-23 -1.5474544404431E-02 -1.2675940579967E-01
  6.7762635780344E-21  4.1837542326619E-03  9.3285828634205E-03  5.2939559203394E-23
 -1.3995214269790E-01 -2.1332644416181E-01  6.8780364066566E-02 -1.3995214269790E-01
 -2.1332644416181E-01 -6.8780364066566E-02  8.9527393587228E-04  3.8330693294322E-03
 -8.5384532953137E-04  8.9527393587228E-04  3.8330693294322E-03  8.5384532953137E-04
 -1.4367293940658E-02 -1.9846917083939E-02  1.4191025106558E-02 -1.4367293940658E-02
 -1.9846917083939E-02 -1.4191025106558E-02  2.2012529207545E-03  1.6802406371541E-03
 -2.9834700352681E-03  2.2012529207545E-03  1.6802406371541E-03  2.9834700352681E-03
  1.3027397793605E-02  4.7589570008684E-03  6.3596619261040E-03  1.3027397793605E-02
  4.7589570008684E-03 -6.3596619261040E-03  3.3252115820997E-04 -2.3406452596118E-03
  8.0619027803851E-04  3.3252115820997E-04 -2.3406452596118E-03 -8.0619027803851E-04
 -1.0842021724855E-19 -1.0842021724855E-19  1.0282296986931E+00 -3.1554436208840E-30
  0.0000000000000E+00  2.1164637653565E-02 -1.3552527155872E-20 -1.3552527156266E-20
 -5.4528249111352E-01  1.5777218104420E-30 -1.5777218104420E-30 -1.3761998070950E-02
  6.3557433519714E-02  6.3557433519714E-02 -2.2635064691988E-01 -6.3557433519714E-02
 -6.3557433519714E-02 -2.2635064691988E-01 -2.8013900975046E-03  2.8013900975046E-03
 -6.7799276113315E-04  2.8013900975046E-03 -2.8013900975046E-03 -6.7799276113315E-04
 -1.1286355227040E-02 -1.1286355227040E-02  2.6926816607395E-02  1.1286355227040E-02
  1.1286355227040E-02  2.6926816607395E-02  1.3149139015313E-02 -1.3149139015313E-02
 -9.7015792549801E-03 -1.3149139015313E-02  1.3149139015313E-02 -9.7015792549801E-03
  2.1929701626385E-02  2.1929701626385E-02 -3.1086343952219E-02 -2.1929701626385E-02
 -2.1929701626385E-02 -3.1086343952219E-02 -2.9870271147267E-03  2.9870271147267E-03
 -1.3012570184624E-03  2.9870271147267E-03 -2.9870271147267E-03 -1.3012570184624E-03
 -9.1090387831477E-03  7.6361366123970E-05 -6.3108872417681E-30  5.7783963589976E-01
 -2.8831678565381E-01  0.0000000000000E+00  9.3285828634205E-03 -4.1837542326619E-03
 -7.8886090522101E-31 -1.2675940579967E-01  1.5474544404431E-02  0.0000000000000E+00
  3.8330693294322E-03 -8.9527393587228E-04 -8.5384532953137E-04  3.8330693294322E-03
 -8.9527393587228E-04  8.5384532953137E-04 -2.1332644416181E-01  1.3995214269790E-01
 -6.8780364066566E-02 -2.1332644416181E-01  1.3995214269790E-01  6.8780364066566E-02
  1.6802406371541E-03 -2.2012529207545E-03 -2.9834700352681E-03  1.6802406371541E-03
 -2.2012529207545E-03  2.9834700352681E-03 -1.9846917083939E-02  1.4367293940658E-02
 -1.4191025106558E-02 -1.9846917083939E-02  1.4367293940658E-02  1.4191025106558E-02
 -2.3406452596118E-03 -3.3252115820997E-04  8.0619027803851E-04 -2.3406452596118E-03
 -3.3252115820997E-04 -8.0619027803851E-04  4.7589570008684E-03 -1.3027397793605E-02
 -6.3596619261040E-03  4.7589570008684E-03 -1.3027397793605E-02  6.3596619261040E-03
