# NKPT   120 NBND     8 NSPIN     1
# NPANEL     4
#      1   (0,0,0)/8
#     40   (4,0,4)/8
#     59   (4,2,6)/8
#     86   (4,4,4)/8
#    120   (0,0,0)/8
@ WITH G0
@ G0 ON
@ TITLE "BAND STRUCTURE"
@ DEFAULT COLOR 1
@ XAXIS TICK ON
@ XAXIS TICKLABEL ON
@ XAXIS TICKLABEL CHAR SIZE 0.8
@ XAXIS TICK TYPE SPEC
@ XAXIS TICKLABEL TYPE SPEC
@ XAXIS TICK MAJOR GRID ON
@ YAXIS LABEL "E-EFERMI (HARTREE)"
@ AUTOSCALE ONREAD YAXES
@ AUTOTICKS
@ XAXIS TICK SPEC     5
@ XAXIS TICK     0,     0.00000
@ XAXIS TICKLABEL    0,"(0,0,0)/8"
@ XAXIS TICK     1,     0.61345
@ XAXIS TICKLABEL    1,"(4,0,4)/8"
@ XAXIS TICK     2,     0.92018
@ XAXIS TICKLABEL    2,"(4,2,6)/8"
@ XAXIS TICK     3,     1.35396
@ XAXIS TICKLABEL    3,"(4,4,4)/8"
@ XAXIS TICK     4,     1.88522
@ XAXIS TICKLABEL    4,"(0,0,0)/8"
@ WORLD      0.00000,        -0.7,     1.88522,         0.7
@ VIEW      0.15000,     0.15000,     1.14418,     0.85000
  0.95198E+00 -0.45597E+00 -0.42942E+00 -0.23503E+00 -0.21523E+00  0.40199E+00  0.41882E+00  0.45271E+00  0.46217E+00
  0.96804E+00 -0.46264E+00 -0.42319E+00 -0.23822E+00 -0.20899E+00  0.39421E+00  0.41434E+00  0.46058E+00  0.46978E+00
  0.98411E+00 -0.46920E+00 -0.41733E+00 -0.24049E+00 -0.20241E+00  0.38664E+00  0.40853E+00  0.47024E+00  0.47788E+00
  0.10002E+01 -0.47563E+00 -0.41193E+00 -0.24173E+00 -0.19555E+00  0.37945E+00  0.40225E+00  0.48061E+00  0.48632E+00
  0.10162E+01 -0.48188E+00 -0.40712E+00 -0.24182E+00 -0.18846E+00  0.37274E+00  0.39581E+00  0.49097E+00  0.49503E+00
  0.10323E+01 -0.48793E+00 -0.40297E+00 -0.24067E+00 -0.18123E+00  0.36658E+00  0.38933E+00  0.50058E+00  0.50395E+00
  0.10484E+01 -0.49376E+00 -0.39956E+00 -0.23823E+00 -0.17390E+00  0.36106E+00  0.38288E+00  0.50850E+00  0.51303E+00
  0.10644E+01 -0.49934E+00 -0.39691E+00 -0.23446E+00 -0.16654E+00  0.35624E+00  0.37646E+00  0.51374E+00  0.52222E+00
  0.10805E+01 -0.50468E+00 -0.39501E+00 -0.22940E+00 -0.15921E+00  0.35216E+00  0.37007E+00  0.51538E+00  0.53146E+00
  0.10966E+01 -0.50974E+00 -0.39381E+00 -0.22312E+00 -0.15196E+00  0.34888E+00  0.36372E+00  0.51296E+00  0.54068E+00
  0.11126E+01 -0.51454E+00 -0.39324E+00 -0.21570E+00 -0.14484E+00  0.34642E+00  0.35736E+00  0.50664E+00  0.54979E+00
  0.11287E+01 -0.51905E+00 -0.39318E+00 -0.20728E+00 -0.13793E+00  0.34481E+00  0.35098E+00  0.49703E+00  0.55871E+00
  0.11448E+01 -0.52327E+00 -0.39355E+00 -0.19799E+00 -0.13127E+00  0.34404E+00  0.34452E+00  0.48501E+00  0.56731E+00
  0.11608E+01 -0.52719E+00 -0.39423E+00 -0.18798E+00 -0.12490E+00  0.33791E+00  0.34408E+00  0.47143E+00  0.57550E+00
  0.11769E+01 -0.53081E+00 -0.39513E+00 -0.17740E+00 -0.11889E+00  0.33105E+00  0.34489E+00  0.45707E+00  0.58315E+00
  0.11930E+01 -0.53413E+00 -0.39618E+00 -0.16641E+00 -0.11327E+00  0.32385E+00  0.34640E+00  0.44260E+00  0.59016E+00
  0.12090E+01 -0.53714E+00 -0.39730E+00 -0.15517E+00 -0.10809E+00  0.31619E+00  0.34851E+00  0.42861E+00  0.59641E+00
  0.12251E+01 -0.53984E+00 -0.39844E+00 -0.14388E+00 -0.10337E+00  0.30799E+00  0.35108E+00  0.41560E+00  0.60184E+00
  0.12412E+01 -0.54222E+00 -0.39953E+00 -0.13276E+00 -0.99152E-01  0.29927E+00  0.35396E+00  0.40398E+00  0.60640E+00
  0.12572E+01 -0.54429E+00 -0.40056E+00 -0.12205E+00 -0.95456E-01  0.29019E+00  0.35699E+00  0.39400E+00  0.61007E+00
  0.12733E+01 -0.54604E+00 -0.40147E+00 -0.11206E+00 -0.92302E-01  0.28106E+00  0.35998E+00  0.38578E+00  0.61291E+00
  0.12894E+01 -0.54748E+00 -0.40225E+00 -0.10312E+00 -0.89704E-01  0.27238E+00  0.36275E+00  0.37930E+00  0.61498E+00
  0.13054E+01 -0.54859E+00 -0.40287E+00 -0.95598E-01 -0.87674E-01  0.26474E+00  0.36512E+00  0.37444E+00  0.61640E+00
  0.13215E+01 -0.54939E+00 -0.40333E+00 -0.89872E-01 -0.86219E-01  0.25874E+00  0.36694E+00  0.37109E+00  0.61729E+00
  0.13376E+01 -0.54987E+00 -0.40360E+00 -0.86278E-01 -0.85344E-01  0.25491E+00  0.36809E+00  0.36913E+00  0.61778E+00
  0.13536E+01 -0.55003E+00 -0.40370E+00 -0.85052E-01 -0.85052E-01  0.25359E+00  0.36848E+00  0.36848E+00  0.61793E+00
  0.13697E+01 -0.55070E+00 -0.40270E+00 -0.84929E-01 -0.84929E-01  0.25372E+00  0.36854E+00  0.36854E+00  0.61677E+00
  0.13853E+01 -0.55266E+00 -0.39976E+00 -0.84559E-01 -0.84559E-01  0.25414E+00  0.36871E+00  0.36871E+00  0.61334E+00
  0.14009E+01 -0.55576E+00 -0.39503E+00 -0.83943E-01 -0.83943E-01  0.25483E+00  0.36898E+00  0.36898E+00  0.60781E+00
  0.14166E+01 -0.55979E+00 -0.38871E+00 -0.83082E-01 -0.83082E-01  0.25579E+00  0.36931E+00  0.36931E+00  0.60043E+00
  0.14322E+01 -0.56456E+00 -0.38100E+00 -0.81977E-01 -0.81977E-01  0.25700E+00  0.36965E+00  0.36965E+00  0.59154E+00
  0.14478E+01 -0.56985E+00 -0.37211E+00 -0.80630E-01 -0.80630E-01  0.25844E+00  0.36996E+00  0.36996E+00  0.58160E+00
  0.14634E+01 -0.57549E+00 -0.36220E+00 -0.79044E-01 -0.79044E-01  0.26007E+00  0.37016E+00  0.37016E+00  0.57113E+00
  0.14791E+01 -0.58136E+00 -0.35140E+00 -0.77221E-01 -0.77221E-01  0.26182E+00  0.37018E+00  0.37018E+00  0.56074E+00
  0.14947E+01 -0.58734E+00 -0.33982E+00 -0.75166E-01 -0.75166E-01  0.26362E+00  0.36996E+00  0.36996E+00  0.55106E+00
  0.15103E+01 -0.59333E+00 -0.32755E+00 -0.72884E-01 -0.72884E-01  0.26536E+00  0.36943E+00  0.36943E+00  0.54270E+00
  0.15259E+01 -0.59929E+00 -0.31464E+00 -0.70381E-01 -0.70381E-01  0.26694E+00  0.36852E+00  0.36852E+00  0.53608E+00
  0.15416E+01 -0.60515E+00 -0.30116E+00 -0.67665E-01 -0.67665E-01  0.26828E+00  0.36717E+00  0.36717E+00  0.53128E+00
  0.15572E+01 -0.61087E+00 -0.28716E+00 -0.64744E-01 -0.64744E-01  0.26938E+00  0.36535E+00  0.36535E+00  0.52792E+00
  0.15728E+01 -0.61643E+00 -0.27269E+00 -0.61631E-01 -0.61631E-01  0.27027E+00  0.36302E+00  0.36302E+00  0.52513E+00
  0.15884E+01 -0.62179E+00 -0.25780E+00 -0.58336E-01 -0.58336E-01  0.27107E+00  0.36017E+00  0.36017E+00  0.52185E+00
  0.16041E+01 -0.62695E+00 -0.24255E+00 -0.54876E-01 -0.54876E-01  0.27190E+00  0.35679E+00  0.35679E+00  0.51720E+00
  0.16197E+01 -0.63187E+00 -0.22698E+00 -0.51266E-01 -0.51266E-01  0.27287E+00  0.35291E+00  0.35291E+00  0.51076E+00
  0.16353E+01 -0.63656E+00 -0.21113E+00 -0.47526E-01 -0.47526E-01  0.27404E+00  0.34856E+00  0.34856E+00  0.50250E+00
  0.16509E+01 -0.64099E+00 -0.19507E+00 -0.43679E-01 -0.43679E-01  0.27543E+00  0.34378E+00  0.34378E+00  0.49264E+00
  0.16666E+01 -0.64517E+00 -0.17883E+00 -0.39749E-01 -0.39749E-01  0.27703E+00  0.33864E+00  0.33864E+00  0.48146E+00
  0.16822E+01 -0.64908E+00 -0.16245E+00 -0.35766E-01 -0.35766E-01  0.27878E+00  0.33320E+00  0.33320E+00  0.46923E+00
  0.16978E+01 -0.65272E+00 -0.14600E+00 -0.31763E-01 -0.31763E-01  0.28061E+00  0.32755E+00  0.32755E+00  0.45620E+00
  0.17134E+01 -0.65608E+00 -0.12953E+00 -0.27778E-01 -0.27778E-01  0.28243E+00  0.32178E+00  0.32178E+00  0.44261E+00
  0.17291E+01 -0.65916E+00 -0.11312E+00 -0.23852E-01 -0.23852E-01  0.28417E+00  0.31598E+00  0.31598E+00  0.42866E+00
  0.17447E+01 -0.66195E+00 -0.96872E-01 -0.20034E-01 -0.20034E-01  0.28570E+00  0.31026E+00  0.31026E+00  0.41461E+00
  0.17603E+01 -0.66446E+00 -0.80934E-01 -0.16377E-01 -0.16377E-01  0.28691E+00  0.30473E+00  0.30473E+00  0.40071E+00
  0.17759E+01 -0.66668E+00 -0.65486E-01 -0.12939E-01 -0.12939E-01  0.28768E+00  0.29949E+00  0.29949E+00  0.38731E+00
  0.17916E+01 -0.66860E+00 -0.50771E-01 -0.97795E-02 -0.97795E-02  0.28785E+00  0.29466E+00  0.29466E+00  0.37480E+00
  0.18072E+01 -0.67023E+00 -0.37104E-01 -0.69628E-02 -0.69628E-02  0.28730E+00  0.29034E+00  0.29034E+00  0.36364E+00
  0.18228E+01 -0.67157E+00 -0.24879E-01 -0.45513E-02 -0.45513E-02  0.28598E+00  0.28665E+00  0.28665E+00  0.35429E+00
  0.18385E+01 -0.67261E+00 -0.14567E-01 -0.26037E-02 -0.26037E-02  0.28366E+00  0.28366E+00  0.28405E+00  0.34707E+00
  0.18541E+01 -0.67335E+00 -0.66787E-02 -0.11716E-02 -0.11716E-02  0.28147E+00  0.28147E+00  0.28195E+00  0.34210E+00
  0.18697E+01 -0.67380E+00 -0.17032E-02 -0.29510E-03 -0.29510E-03  0.28013E+00  0.28013E+00  0.28030E+00  0.33926E+00
  0.18853E+01 -0.67394E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.27968E+00  0.27968E+00  0.27968E+00  0.33834E+00
# EFERMI (HARTREE)   -0.15413
