# NKPT   120 NBND     8 NSPIN     1
# NPANEL     4
#      1   (0,0,0)/8
#     40   (4,0,4)/8
#     59   (4,2,6)/8
#     86   (4,4,4)/8
#    120   (0,0,0)/8
@ WITH G0
@ G0 ON
@ TITLE "BAND STRUCTURE"
@ DEFAULT COLOR 1
@ XAXIS TICK ON
@ XAXIS TICKLABEL ON
@ XAXIS TICKLABEL CHAR SIZE 0.8
@ XAXIS TICK TYPE SPEC
@ XAXIS TICKLABEL TYPE SPEC
@ XAXIS TICK MAJOR GRID ON
@ YAXIS LABEL "E-EFERMI (HARTREE)"
@ AUTOSCALE ONREAD YAXES
@ AUTOTICKS
@ XAXIS TICK SPEC     5
@ XAXIS TICK     0,     0.00000
@ XAXIS TICKLABEL    0,"(0,0,0)/8"
@ XAXIS TICK     1,     0.61345
@ XAXIS TICKLABEL    1,"(4,0,4)/8"
@ XAXIS TICK     2,     0.92018
@ XAXIS TICKLABEL    2,"(4,2,6)/8"
@ XAXIS TICK     3,     1.35396
@ XAXIS TICKLABEL    3,"(4,4,4)/8"
@ XAXIS TICK     4,     1.88522
@ XAXIS TICKLABEL    4,"(0,0,0)/8"
@ WORLD      0.00000,        -0.7,     1.88522,         0.7
@ VIEW      0.15000,     0.15000,     1.14418,     0.85000
  0.00000E+00 -0.67394E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.27968E+00  0.27968E+00  0.27968E+00  0.33834E+00
  0.15730E-01 -0.67379E+00 -0.99859E-03 -0.66478E-03 -0.66478E-03  0.27938E+00  0.28061E+00  0.28061E+00  0.33926E+00
  0.31459E-01 -0.67334E+00 -0.39489E-02 -0.26278E-02 -0.26278E-02  0.27848E+00  0.28337E+00  0.28337E+00  0.34196E+00
  0.47189E-01 -0.67259E+00 -0.87233E-02 -0.58005E-02 -0.58005E-02  0.27701E+00  0.28787E+00  0.28787E+00  0.34629E+00
  0.62918E-01 -0.67153E+00 -0.15135E-01 -0.10051E-01 -0.10051E-01  0.27501E+00  0.29396E+00  0.29396E+00  0.35202E+00
  0.78648E-01 -0.67018E+00 -0.22968E-01 -0.15221E-01 -0.15221E-01  0.27252E+00  0.30146E+00  0.30146E+00  0.35888E+00
  0.94377E-01 -0.66852E+00 -0.32000E-01 -0.21146E-01 -0.21146E-01  0.26959E+00  0.31018E+00  0.31018E+00  0.36658E+00
  0.11011E+00 -0.66657E+00 -0.42025E-01 -0.27664E-01 -0.27664E-01  0.26629E+00  0.31993E+00  0.31993E+00  0.37485E+00
  0.12584E+00 -0.66431E+00 -0.52860E-01 -0.34627E-01 -0.34627E-01  0.26270E+00  0.33054E+00  0.33054E+00  0.38343E+00
  0.14157E+00 -0.66175E+00 -0.64350E-01 -0.41904E-01 -0.41904E-01  0.25888E+00  0.34184E+00  0.34184E+00  0.39210E+00
  0.15730E+00 -0.65890E+00 -0.76368E-01 -0.49385E-01 -0.49385E-01  0.25490E+00  0.35368E+00  0.35368E+00  0.40061E+00
  0.17303E+00 -0.65574E+00 -0.88809E-01 -0.56974E-01 -0.56974E-01  0.25083E+00  0.36595E+00  0.36595E+00  0.40875E+00
  0.18875E+00 -0.65229E+00 -0.10159E+00 -0.64594E-01 -0.64594E-01  0.24675E+00  0.37852E+00  0.37852E+00  0.41626E+00
  0.20448E+00 -0.64854E+00 -0.11465E+00 -0.72180E-01 -0.72180E-01  0.24271E+00  0.39130E+00  0.39130E+00  0.42282E+00
  0.22021E+00 -0.64450E+00 -0.12792E+00 -0.79681E-01 -0.79681E-01  0.23876E+00  0.40422E+00  0.40422E+00  0.42808E+00
  0.23594E+00 -0.64016E+00 -0.14136E+00 -0.87053E-01 -0.87053E-01  0.23495E+00  0.41720E+00  0.41720E+00  0.43158E+00
  0.25167E+00 -0.63553E+00 -0.15494E+00 -0.94261E-01 -0.94261E-01  0.23133E+00  0.43020E+00  0.43020E+00  0.43276E+00
  0.26740E+00 -0.63061E+00 -0.16861E+00 -0.10128E+00 -0.10128E+00  0.22792E+00  0.43104E+00  0.44318E+00  0.44318E+00
  0.28313E+00 -0.62540E+00 -0.18235E+00 -0.10808E+00 -0.10808E+00  0.22475E+00  0.42592E+00  0.45612E+00  0.45612E+00
  0.29886E+00 -0.61991E+00 -0.19613E+00 -0.11464E+00 -0.11464E+00  0.22184E+00  0.41717E+00  0.46902E+00  0.46902E+00
  0.31459E+00 -0.61412E+00 -0.20992E+00 -0.12095E+00 -0.12095E+00  0.21920E+00  0.40508E+00  0.48187E+00  0.48187E+00
  0.33032E+00 -0.60805E+00 -0.22370E+00 -0.12699E+00 -0.12699E+00  0.21683E+00  0.39040E+00  0.49470E+00  0.49470E+00
  0.34605E+00 -0.60170E+00 -0.23745E+00 -0.13275E+00 -0.13275E+00  0.21474E+00  0.37417E+00  0.50754E+00  0.50754E+00
  0.36178E+00 -0.59507E+00 -0.25115E+00 -0.13822E+00 -0.13822E+00  0.21293E+00  0.35740E+00  0.52040E+00  0.52040E+00
  0.37751E+00 -0.58815E+00 -0.26478E+00 -0.14337E+00 -0.14337E+00  0.21139E+00  0.34089E+00  0.53330E+00  0.53330E+00
  0.39324E+00 -0.58095E+00 -0.27833E+00 -0.14821E+00 -0.14821E+00  0.21012E+00  0.32518E+00  0.54624E+00  0.54624E+00
  0.40897E+00 -0.57348E+00 -0.29177E+00 -0.15272E+00 -0.15272E+00  0.20911E+00  0.31058E+00  0.55920E+00  0.55920E+00
  0.42470E+00 -0.56573E+00 -0.30510E+00 -0.15689E+00 -0.15689E+00  0.20835E+00  0.29724E+00  0.57212E+00  0.57212E+00
  0.44043E+00 -0.55770E+00 -0.31830E+00 -0.16072E+00 -0.16072E+00  0.20783E+00  0.28522E+00  0.58491E+00  0.58491E+00
  0.45616E+00 -0.54940E+00 -0.33136E+00 -0.16422E+00 -0.16422E+00  0.20755E+00  0.27446E+00  0.59747E+00  0.59747E+00
  0.47189E+00 -0.54083E+00 -0.34427E+00 -0.16736E+00 -0.16736E+00  0.20751E+00  0.26492E+00  0.60965E+00  0.60965E+00
  0.48762E+00 -0.53200E+00 -0.35701E+00 -0.17017E+00 -0.17017E+00  0.20770E+00  0.25650E+00  0.62129E+00  0.62129E+00
  0.50335E+00 -0.52289E+00 -0.36958E+00 -0.17263E+00 -0.17263E+00  0.20811E+00  0.24910E+00  0.63222E+00  0.63222E+00
  0.51908E+00 -0.51352E+00 -0.38196E+00 -0.17476E+00 -0.17476E+00  0.20876E+00  0.24262E+00  0.64225E+00  0.64225E+00
  0.53481E+00 -0.50389E+00 -0.39415E+00 -0.17655E+00 -0.17655E+00  0.20964E+00  0.23697E+00  0.65119E+00  0.65119E+00
  0.55054E+00 -0.49400E+00 -0.40614E+00 -0.17801E+00 -0.17801E+00  0.21077E+00  0.23206E+00  0.65885E+00  0.65885E+00
  0.56626E+00 -0.48386E+00 -0.41793E+00 -0.17915E+00 -0.17915E+00  0.21217E+00  0.22780E+00  0.66504E+00  0.66504E+00
  0.58199E+00 -0.47346E+00 -0.42949E+00 -0.17995E+00 -0.17995E+00  0.21385E+00  0.22411E+00  0.66959E+00  0.66959E+00
  0.59772E+00 -0.46283E+00 -0.44083E+00 -0.18044E+00 -0.18044E+00  0.21584E+00  0.22092E+00  0.67238E+00  0.67238E+00
  0.61345E+00 -0.45195E+00 -0.45195E+00 -0.18060E+00 -0.18060E+00  0.21819E+00  0.21819E+00  0.67332E+00  0.67332E+00
  0.62918E+00 -0.45190E+00 -0.45190E+00 -0.18095E+00 -0.18095E+00  0.21909E+00  0.21909E+00  0.67243E+00  0.67243E+00
  0.64533E+00 -0.45174E+00 -0.45174E+00 -0.18201E+00 -0.18201E+00  0.22178E+00  0.22178E+00  0.66973E+00  0.66973E+00
  0.66147E+00 -0.45149E+00 -0.45149E+00 -0.18371E+00 -0.18371E+00  0.22622E+00  0.22622E+00  0.66520E+00  0.66520E+00
  0.67761E+00 -0.45113E+00 -0.45113E+00 -0.18599E+00 -0.18599E+00  0.23231E+00  0.23231E+00  0.65877E+00  0.65877E+00
  0.69376E+00 -0.45068E+00 -0.45068E+00 -0.18878E+00 -0.18878E+00  0.23997E+00  0.23997E+00  0.65040E+00  0.65040E+00
  0.70990E+00 -0.45015E+00 -0.45015E+00 -0.19196E+00 -0.19196E+00  0.24906E+00  0.24906E+00  0.64010E+00  0.64010E+00
  0.72604E+00 -0.44953E+00 -0.44953E+00 -0.19543E+00 -0.19543E+00  0.25944E+00  0.25944E+00  0.62793E+00  0.62793E+00
  0.74219E+00 -0.44885E+00 -0.44885E+00 -0.19910E+00 -0.19910E+00  0.27095E+00  0.27095E+00  0.61406E+00  0.61406E+00
  0.75833E+00 -0.44811E+00 -0.44811E+00 -0.20284E+00 -0.20284E+00  0.28344E+00  0.28344E+00  0.59879E+00  0.59879E+00
  0.77447E+00 -0.44734E+00 -0.44734E+00 -0.20657E+00 -0.20657E+00  0.29672E+00  0.29672E+00  0.58250E+00  0.58250E+00
  0.79062E+00 -0.44655E+00 -0.44655E+00 -0.21019E+00 -0.21019E+00  0.31063E+00  0.31063E+00  0.56561E+00  0.56561E+00
  0.80676E+00 -0.44577E+00 -0.44577E+00 -0.21360E+00 -0.21360E+00  0.32501E+00  0.32501E+00  0.54854E+00  0.54854E+00
  0.82291E+00 -0.44501E+00 -0.44501E+00 -0.21674E+00 -0.21674E+00  0.33968E+00  0.33968E+00  0.53160E+00  0.53160E+00
  0.83905E+00 -0.44432E+00 -0.44432E+00 -0.21953E+00 -0.21953E+00  0.35451E+00  0.35451E+00  0.51501E+00  0.51501E+00
  0.85519E+00 -0.44371E+00 -0.44371E+00 -0.22190E+00 -0.22190E+00  0.36933E+00  0.36933E+00  0.49891E+00  0.49891E+00
  0.87134E+00 -0.44321E+00 -0.44321E+00 -0.22381E+00 -0.22381E+00  0.38397E+00  0.38397E+00  0.48343E+00  0.48343E+00
  0.88748E+00 -0.44284E+00 -0.44284E+00 -0.22520E+00 -0.22520E+00  0.39803E+00  0.39803E+00  0.46886E+00  0.46886E+00
  0.90362E+00 -0.44261E+00 -0.44261E+00 -0.22605E+00 -0.22605E+00  0.41032E+00  0.41032E+00  0.45630E+00  0.45630E+00
  0.91977E+00 -0.44253E+00 -0.44253E+00 -0.22633E+00 -0.22633E+00  0.41631E+00  0.41631E+00  0.45023E+00  0.45023E+00
  0.93591E+00 -0.44925E+00 -0.43590E+00 -0.23103E+00 -0.22103E+00  0.40964E+00  0.41998E+00  0.44874E+00  0.45538E+00
