  1.0623905151692E+00 -5.8166991039814E-01  1.2545318740364E-01 -3.5767951229723E-01
  1.9817334242322E-02  5.1570506345461E-02  5.4218219404906E-02 -1.0460820491656E-02
 -3.0748653696438E-02  1.1591592849065E-01 -5.8166991039814E-01  8.9230876354254E-01
  1.6001155915780E-01 -1.2273292413796E-01 -2.9567362836517E-02 -9.8119623782682E-03
  3.0393427110442E-02 -7.7902705137234E-02  1.8380676837167E-01 -1.8975792078568E-01
  1.2545318740364E-01  1.6001155915780E-01  1.0525390475538E+00 -6.1715994158725E-02
 -3.4081839279661E-01 -1.1287562132193E-01 -1.6635347783171E-01 -1.1214585404949E-02
  9.2960693481199E-02 -3.7849289840173E-02 -3.5767951229723E-01 -1.2273292413796E-01
 -6.1715994158725E-02  1.0013315417485E+00 -1.4170330455181E-01 -2.2243643268247E-01
 -1.1251024642498E-02 -4.4603732612949E-01 -5.9119570718085E-02 -5.5963115174376E-02
  1.9817334242322E-02 -2.9567362836517E-02 -3.4081839279661E-01 -1.4170330455181E-01
  3.7726688370847E-01  1.4219515480203E-01  5.6499190815737E-04  7.2684553988820E-03
  8.0433042414442E-02  3.2201959965873E-02  5.1570506345461E-02 -9.8119623782682E-03
 -1.1287562132193E-01 -2.2243643268247E-01  1.4219515480203E-01  1.9550448458439E-01
 -3.5637012035155E-02  8.1348186300179E-03  4.0585377877214E-02 -1.4215148234859E-02
  5.4218219404906E-02  3.0393427110442E-02 -1.6635347783171E-01 -1.1251024642498E-02
  5.6499190815737E-04 -3.5637012035155E-02  2.0393629018880E-01 -1.4220194536515E-02
  2.0230940908311E-02  1.6026020948829E-02 -1.0460820491656E-02 -7.7902705137234E-02
 -1.1214585404949E-02 -4.4603732612949E-01  7.2684553988820E-03  8.1348186300179E-03
 -1.4220194536515E-02  5.0199064373526E-01 -9.2302910890695E-02  1.2488686799405E-01
 -3.0748653696438E-02  1.8380676837167E-01  9.2960693481199E-02 -5.9119570718085E-02
  8.0433042414442E-02  4.0585377877214E-02  2.0230940908311E-02 -9.2302910890695E-02
  1.4291152357059E-01 -7.3845639419829E-02  1.1591592849065E-01 -1.8975792078568E-01
 -3.7849289840173E-02 -5.5963115174376E-02  3.2201959965873E-02 -1.4215148234859E-02
  1.6026020948829E-02  1.2488686799405E-01 -7.3845639419829E-02  1.4515638995941E-01
