   2
TEST11 - MGO BULK                        E -2.7543131964154E+02 DE-1.7E-13(  7)
 MG  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  3.500857948955E-16  3.502303551851E-16  5.831916151318E-16
 O   2.101948949240E+00  2.101948949240E+00  2.101948949240E+00 -3.489293125781E-16 -3.498689544610E-16 -5.831916151318E-16
   2
TEST11 - MGO BULK                        E -2.7543131964151E+02 DE 5.9E-12(  7)
 MG  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  2.034055462900E-16  1.381350559183E-18  1.903411131782E-18
 O   2.101948949240E+00  2.101948949240E+00  2.101948949240E+00 -2.045620286073E-16 -1.670471138512E-18 -1.903411131782E-18
